Use_Case_ID,Department_Code,Agency,Office,Title,Summary,Development_Stage,Techniques,Source_Code,Department,AI_Keywords
HHS-0145-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Machine learning pipeline for mining citations from full-text scientific articles,"The NIH Office of Portfolio Analysis developed a machine learning pipeline to identify scientific articles that are freely available on the internet  and do not require an institutional library subscription to access. The pipeline harvests full-text pdfs, converts them to xml, and uses a Long Short-Term Memory (LSTM) recurrent neural network model that discriminates between reference text and other text in the scientific article. The LSTM-identified references are then passed through our Citation Resolution Service. For more information see the publication describing this pipeline: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000385#sec003).",Operation and Maintenance,,,Department of Health and Human Services,"1. Long Short-Term Memory (LSTM)
2. Text mining
3. Machine learning pipeline
4. Scientific article identification
5. PDF to XML conversion
6. Reference classification
7. Citation Resolution Service
8. LSTM recurrent neural network model
9. Free internet access identification
10. NIH Office of Portfolio Analysis"
HHS-0146-2023,HHS,NIH,National Institutes of Health (NIH) OD/DPCPSI/OPA,Machine learning system to predict translational progress in biomedical research,A machine learning system that detects whether a research paper is likely to be cited by a future clinical trial or guideline. Translational progress in biomedicine can therefore be assessed and predicted in real time based on information conveyed by the scientific community's early reaction to a paper. For more information see the publication describing this system: Hutchins et al 2019 (https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3000416),Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. Machine learning
2. Research paper
3. Clinical trial
4. Guideline
5. Translational progress
6. Biomedicine
7. Real-time prediction
8. Early reaction
9. Citation prediction
10. Biomedical AI"
HHS-0147-2023,HHS,NIH,National Institutes of Health (NIH) OD/OER,"Research, Condition, and Disease Categorization (RCDC) AI Validation Tool",The goal of the tool is to ensure RCDC categories are accurate and complete for public reporting of data. ,Development and Acquisition,,,Department of Health and Human Services,"1. AI model: Natural Language Processing (NLP)
2. Application: Data categorization
3. Purpose: Accuracy
4. RCDC categories
5. Public reporting
6. Data extraction
7. Keyword identification
8. Completeness
9. Tool for data analysis
10. AI for data accuracy"
HHS-0148-2023,HHS,NIH,National Institutes of Health (NIH) OD/OER,Internal Referral Module (IRM),The IRM initiative automates a manual process by using Artificial Intelligence & Natural Language Processing capabilities to help predict grant applications to NIH Institutes and Centers (ICs) Program Officers to make informed decisions.,Implementation,,,Department of Health and Human Services,"Keywords:
- Artificial Intelligence
- Natural Language Processing
- Predictive modeling
- Grant applications
- NIH Institutes and Centers (ICs)
- Program Officers
- Informed decision-making
- Automation
- IRM initiative
- Manual process automation"
HHS-0149-2023,HHS,NIH,National Institutes of Health (NIH) OD/OER,NIH Grants Virtual Assistant,Chat Bot to assist users in finding grant related information via OER resources,Operation and Maintenance,,,Department of Health and Human Services,"1. Chat Bot
2. Grant information
3. OER resources
4. Assist users
5. Keywords extraction
6. AI model
7. Text classification
8. Natural language processing
9. Information retrieval
10. Knowledge base"
HHS-0150-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,Tool for Nature Gas Procurement Planning,"With this tool, NIH can establish a natural gas procurement plan and set realistic price targets based on current long-term forecasts.",Implementation,,,Department of Health and Human Services,"1. AI procurement planning
2. Natural gas forecasting
3. Price target setting
4. Long-term forecasts
5. NIH application
6. AI model
7. Price optimization
8. Data analysis
9. Strategic planning
10. Forecasting accuracy"
HHS-0151-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,NIH Campus Cooling Load Forecaster,"This project forecasts the NIH campus's chilled water demand for the next four days. With this information, the NIH Central Utilities Plant management can plan and optimize the chiller plant's operation and maintenance.",Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. Forecasting
2. Chilled water demand
3. Machine learning
4. AI model
5. Optimization
6. Chiller plant
7. Operation
8. Maintenance
9. Central Utilities Plant
10. Planning"
HHS-0152-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,NIH Campus Steam Demand Forecaster,"This project forecasts the NIH campus steam demand for the next four days. With this information, the stakeholders at the NIH Central Utilities Plant can plan and optimize the plant operation and maintenance in advance.",Operation and Maintenance,,,Department of Health and Human Services,"1. Forecasting
2. AI model
3. Steam demand
4. NIH campus
5. Optimization
6. Plant operation
7. Maintenance
8. Planning
9. Central Utilities Plant
10. Stakeholders"
HHS-0153-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,Chiller Plant Optimization,This project will help to reduce the energy usage for producing chilled water to cool the NIH campus.,Development and Acquisition,,,Department of Health and Human Services,"Keywords:
1. Energy reduction
2. Chilled water production
3. Cooling system optimization
4. AI modeling
5. Energy efficiency
6. Campus cooling
7. Energy consumption analysis
8. HVAC system
9. Smart cooling solution
10. Sustainable technology"
HHS-0154-2023,HHS,NIH,National Institutes of Health (NIH) OD/ORF,Natural Language Processing Tool for Open Text Analysis,This project will improve facility readiness and reduce downtime by allowing other software to analyze data that was locked away in open text.,Development and Acquisition,,,Department of Health and Human Services,"1. Natural Language Processing
2. Data analysis
3. Text mining
4. Facility readiness
5. Downtime reduction
6. Keyword extraction
7. Open text data
8. Software integration
9. Data unlock
10. Predictive maintenance"
HHS-0155-2023,HHS,OIG,OIG,Contracts and Grants Analytics Portal,"The Contracts and Grants Analytics Portal uses AI to enhance HHS OIG staff's ability to access grants related data quickly and easily by: quickly navigating directly to the text of relevant findings across thousands of audits, the ability to discover similar findings, analyze trends, compare data between OPDIVs, and the means to see preliminary assessments of potential anomalies between grantees.",Operation and Maintenance,,,Department of Health and Human Services,"Keywords:
1. Contracts and Grants Analytics Portal
2. AI
3. Enhanced data access
4. Text analysis
5. Trend analysis
6. Data comparison
7. Anomaly detection
8. Keyword extraction
9. AI model
10. Grants management"
